SI00000075,P310,5,2026,622.3,725.1,86.9,94.3,359080.0,false
SI00000074,P311,5,2026,572.3,749.1,111.1,127.8,729200.0,true
SI00000073,P312,5,2026,344.4,512.0,60.6,83.2,751400.0,true
SI00000072,P101,4,2026,515.1,610.0,64.7,74.6,358700.0,false
SI00000071,P102,4,2026,209.2,276.9,61.6,71.6,278100.0,true
SI00000070,P103,4,2026,546.7,653.2,74.6,82.3,375400.0,true
SI00000069,P104,4,2026,462.3,600.0,69.9,77.0,481720.0,true
SI00000068,P105,4,2026,287.0,442.1,60.3,66.8,540400.0,false
SI00000067,P106,4,2026,280.9,363.3,57.9,74.2,385200.0,true
SI00000066,P107,4,2026,406.1,644.1,39.5,58.2,994000.0,true
SI00000065,P108,4,2026,606.8,655.1,48.4,74.6,382750.0,true
SI00000064,P109,4,2026,478.1,633.1,104.4,122.9,660000.0,true
SI00000063,P110,4,2026,391.1,435.3,66.4,85.1,297500.0,false
SI00000062,P111,4,2026,618.7,751.7,49.5,71.5,613800.0,true
SI00000061,P112,4,2026,448.7,520.8,44.9,61.8,360300.0,true
SI00000060,P201,4,2026,498.0,717.3,32.4,37.7,785200.0,true
SI00000059,P202,4,2026,253.0,409.4,38.3,52.4,621600.0,true
SI00000058,P203,4,2026,432.3,516.5,40.9,56.6,384600.0,true
SI00000057,P204,4,2026,256.6,288.0,42.2,71.7,373500.0,true
SI00000056,P205,4,2026,410.4,526.3,71.9,90.9,522240.0,true
SI00000055,P206,4,2026,304.2,359.1,73.6,92.3,326700.0,false
SI00000054,P207,4,2026,588.5,826.7,91.6,110.1,992800.0,true
SI00000053,P208,4,2026,511.1,742.4,27.2,50.9,1017200.0,false
SI00000052,P209,4,2026,558.4,761.7,45.5,71.1,924200.0,true
SI00000051,P210,4,2026,503.7,737.4,47.3,58.2,898800.0,true
SI00000050,P211,4,2026,489.2,685.3,103.3,118.8,794400.0,false
SI00000049,P212,4,2026,648.8,681.0,72.2,83.5,193500.0,false
SI00000048,P301,4,2026,591.3,654.7,76.1,102.1,425200.0,true
SI00000047,P302,4,2026,461.0,610.4,56.7,65.1,536840.0,true
SI00000046,P303,4,2026,622.7,845.4,106.0,120.4,889800.0,true
SI00000045,P304,4,2026,377.3,459.7,108.4,127.3,411200.0,true
SI00000044,P305,4,2026,418.1,645.8,67.9,89.3,979800.0,true
SI00000043,P306,4,2026,558.7,614.4,47.4,62.9,297100.0,true
SI00000042,P307,4,2026,593.9,779.1,91.2,119.6,879800.0,true
SI00000041,P308,4,2026,336.3,444.6,64.4,79.8,458880.0,true
SI00000040,P309,4,2026,287.4,423.9,94.6,101.4,474400.0,true
SI00000039,P310,4,2026,572.8,622.3,59.4,86.9,398750.0,true
SI00000038,P311,4,2026,350.5,572.3,105.3,111.1,800200.0,false
SI00000037,P312,4,2026,260.0,344.4,41.7,60.6,417200.0,false
SI00000036,P101,3,2026,448.4,515.1,36.4,64.7,458100.0,true
SI00000035,P102,3,2026,120.8,209.2,35.5,61.6,501200.0,true
SI00000034,P103,3,2026,482.6,546.7,62.7,74.6,286300.0,true
SI00000033,P104,3,2026,279.8,462.3,45.4,69.9,830000.0,true
SI00000032,P105,3,2026,193.8,287.0,34.3,60.3,514600.0,true
SI00000031,P106,3,2026,159.1,280.9,42.9,57.9,503480.0,true
SI00000030,P107,3,2026,197.9,406.1,11.4,39.5,968800.0,true
SI00000029,P108,3,2026,412.5,606.8,38.9,48.4,727200.0,true
SI00000028,P109,3,2026,435.1,478.1,86.4,104.4,287500.0,true
SI00000027,P110,3,2026,323.2,391.1,51.6,66.4,326700.0,true
SI00000026,P111,3,2026,395.2,618.7,39.4,49.5,850000.0,true
SI00000025,P112,3,2026,277.7,448.7,37.3,44.9,615000.0,true
SI00000024,P201,3,2026,412.6,498.0,26.3,32.4,292200.0,false
SI00000023,P202,3,2026,153.9,253.0,30.2,38.3,353300.0,true
SI00000022,P203,3,2026,386.0,432.3,29.6,40.9,228750.0,true
SI00000021,P204,3,2026,234.0,256.6,24.6,42.2,232500.0,false
SI00000020,P205,3,2026,206.0,410.4,64.2,71.9,749600.0,true
SI00000019,P206,3,2026,222.7,304.2,62.2,73.6,333500.0,true
SI00000018,P207,3,2026,440.9,588.5,74.8,91.6,614360.0,true
SI00000017,P208,3,2026,477.9,511.1,15.7,27.2,198000.0,true
SI00000016,P209,3,2026,423.8,558.4,29.0,45.5,564560.0,true
SI00000015,P210,3,2026,441.9,503.7,25.3,47.3,380400.0,true
SI00000014,P211,3,2026,277.8,489.2,87.6,103.3,857600.0,true
SI00000013,P212,3,2026,485.5,648.8,50.5,72.2,725200.0,true
SI00000012,P301,3,2026,424.4,591.3,69.8,76.1,585600.0,true
SI00000011,P302,3,2026,311.0,461.0,40.9,56.7,613000.0,true
SI00000010,P303,3,2026,447.6,622.7,85.1,106.0,764400.0,false
SI00000009,P304,3,2026,169.3,377.3,92.0,108.4,851000.0,false
SI00000008,P305,3,2026,198.2,418.1,60.3,67.9,810600.0,true
SI00000007,P306,3,2026,370.7,558.7,27.3,47.4,808000.0,true
SI00000006,P307,3,2026,405.3,593.9,75.4,91.2,767400.0,true
SI00000005,P308,3,2026,222.0,336.3,54.0,64.4,430480.0,false
SI00000004,P309,3,2026,115.7,287.4,85.8,94.6,629800.0,true
SI00000003,P310,3,2026,339.6,572.8,53.1,59.4,850800.0,true
SI00000002,P311,3,2026,243.3,350.5,87.0,105.3,483920.0,true
SI00000001,P312,3,2026,159.3,260.0,14.9,41.7,545520.0,false
