CT00000042,202273751,P108,01/09/2023,31/08/2024,false
CT00000043,202278459,P305,01/09/2023,31/08/2024,false
CT00000044,202281971,P206,01/09/2023,31/08/2024,false
CT00000045,202287733,P308,01/09/2023,31/08/2024,false
CT00000046,202289450,P204,01/09/2023,31/08/2024,false
CT00000047,202292380,P108,01/09/2023,31/08/2024,false
CT00000048,202293420,P210,01/09/2023,31/08/2024,false
CT00000049,202296468,P107,01/09/2023,31/08/2024,false
CT00000050,202297818,P110,01/09/2023,31/08/2024,false
CT00000051,202310686,P210,01/09/2023,31/08/2024,false
CT00000052,202314806,P307,01/09/2023,31/08/2024,false
CT00000053,202314840,P305,01/09/2023,31/08/2024,false
CT00000054,202320105,P207,01/09/2023,31/08/2024,false
CT00000055,202320283,P103,01/09/2023,31/08/2024,false
CT00000056,202321871,P308,01/09/2023,31/08/2024,false
CT00000057,202325783,P110,01/09/2023,31/08/2024,false
CT00000058,202330589,P311,01/09/2023,31/08/2024,false
CT00000059,202331000,P310,01/09/2023,31/08/2024,false
CT00000060,202331778,P103,01/09/2023,31/08/2024,false
CT00000061,202344277,P208,01/09/2023,31/08/2024,false
CT00000062,202344413,P208,01/09/2023,31/08/2024,false
CT00000063,202345313,P105,01/09/2023,31/08/2024,false
CT00000064,202349725,P108,01/09/2023,31/08/2024,false
CT00000065,202354005,P309,01/09/2023,31/08/2024,false
CT00000066,202355342,P210,01/09/2023,31/08/2024,false
CT00000067,202361129,P107,01/09/2023,31/08/2024,false
CT00000068,202365816,P311,01/09/2023,31/08/2024,false
CT00000069,202383067,P303,01/09/2023,31/08/2024,false
CT00000070,202398127,P305,01/09/2023,31/08/2024,false
CT00000071,202209649,P306,01/09/2024,31/08/2025,false
CT00000072,202222913,P107,01/09/2024,31/08/2025,false
CT00000073,202223513,P309,01/09/2024,31/08/2025,false
CT00000074,202224758,P105,01/09/2024,31/08/2025,false
CT00000075,202225348,P308,01/09/2024,31/08/2025,false
CT00000076,202231874,P109,01/09/2024,31/08/2025,false
CT00000077,202232303,P107,01/09/2024,31/08/2025,false
CT00000078,202239168,P311,01/09/2024,31/08/2025,false
CT00000079,202240459,P108,01/09/2024,31/08/2025,false
CT00000080,202241232,P204,01/09/2024,31/08/2025,false
CT00000081,202244549,P308,01/09/2024,31/08/2025,false
CT00000082,202247463,P306,01/09/2024,31/08/2025,false
CT00000083,202252081,P107,01/09/2024,31/08/2025,false
CT00000084,202265205,P201,01/09/2024,31/08/2025,false
CT00000085,202268583,P303,01/09/2024,31/08/2025,false
CT00000086,202270028,P306,01/09/2024,31/08/2025,false
CT00000087,202273751,P108,01/09/2024,31/08/2025,false
CT00000088,202278459,P305,01/09/2024,31/08/2025,false
CT00000089,202281971,P206,01/09/2024,31/08/2025,false
CT00000090,202287733,P308,01/09/2024,31/08/2025,false
CT00000091,202289450,P204,01/09/2024,31/08/2025,false
CT00000092,202292380,P108,01/09/2024,31/08/2025,false
CT00000093,202293420,P210,01/09/2024,31/08/2025,false
CT00000094,202296468,P107,01/09/2024,31/08/2025,false
CT00000095,202297818,P110,01/09/2024,31/08/2025,false
CT00000096,202310686,P210,01/09/2024,31/08/2025,false
CT00000097,202314806,P307,01/09/2024,31/08/2025,false
CT00000098,202314840,P305,01/09/2024,31/08/2025,false
CT00000099,202320105,P207,01/09/2024,31/08/2025,false
CT00000100,202320283,P103,01/09/2024,31/08/2025,false
CT00000101,202321871,P308,01/09/2024,31/08/2025,false
CT00000102,202325783,P110,01/09/2024,31/08/2025,false
CT00000103,202330589,P311,01/09/2024,31/08/2025,false
CT00000104,202331000,P310,01/09/2024,31/08/2025,false
CT00000105,202331778,P103,01/09/2024,31/08/2025,false
CT00000106,202344277,P208,01/09/2024,31/08/2025,false
CT00000107,202344413,P208,01/09/2024,31/08/2025,false
CT00000108,202345313,P105,01/09/2024,31/08/2025,false
CT00000109,202349725,P108,01/09/2024,31/08/2025,false
CT00000110,202354005,P309,01/09/2024,31/08/2025,false
CT00000111,202355342,P210,01/09/2024,31/08/2025,false
CT00000112,202361129,P107,01/09/2024,31/08/2025,false
CT00000113,202365816,P311,01/09/2024,31/08/2025,false
CT00000114,202383067,P303,01/09/2024,31/08/2025,false
CT00000115,202398127,P305,01/09/2024,31/08/2025,false
CT00000116,202403410,P204,01/09/2024,31/08/2025,false
CT00000117,202404817,P110,01/09/2024,31/08/2025,false
CT00000118,202405273,P310,01/09/2024,31/08/2025,false
CT00000119,202407868,P209,01/09/2024,31/08/2025,false
CT00000120,202413709,P210,01/09/2024,31/08/2025,false
CT00000121,202433732,P307,01/09/2024,31/08/2025,false
CT00000122,202435317,P206,01/09/2024,31/08/2025,false
CT00000123,202436564,P309,01/09/2024,31/08/2025,false
CT00000124,202438206,P105,01/09/2024,31/08/2025,false
CT00000125,202441547,P102,01/09/2024,31/08/2025,false
CT00000126,202441786,P103,01/09/2024,31/08/2025,false
CT00000127,202443860,P102,01/09/2024,31/08/2025,false
CT00000128,202447489,P310,01/09/2024,31/08/2025,false
CT00000129,202455278,P210,01/09/2024,31/08/2025,false
CT00000130,202464263,P201,01/09/2024,31/08/2025,false
CT00000131,202464912,P311,01/09/2024,31/08/2025,false
CT00000132,202466284,P105,01/09/2024,31/08/2025,false
CT00000133,202469690,P303,01/09/2024,31/08/2025,false
CT00000134,202470940,P102,01/09/2024,31/08/2025,false
CT00000135,202473074,P202,01/09/2024,31/08/2025,false
CT00000136,202482499,P307,01/09/2024,31/08/2025,false
CT00000137,202486999,P312,01/09/2024,31/08/2025,false
CT00000138,202488864,P211,01/09/2024,31/08/2025,false
CT00000139,202491703,P312,01/09/2024,31/08/2025,false
CT00000140,202497897,P302,01/09/2024,31/08/2025,false
CT00000141,202209649,P306,01/09/2025,31/08/2026,true
CT00000142,202222913,P107,01/09/2025,31/08/2026,true
CT00000143,202223513,P309,01/09/2025,31/08/2026,true
CT00000144,202224758,P105,01/09/2025,31/08/2026,true
CT00000145,202225348,P308,01/09/2025,31/08/2026,true
CT00000146,202231874,P109,01/09/2025,31/08/2026,true
CT00000147,202232303,P107,01/09/2025,31/08/2026,true
CT00000148,202239168,P311,01/09/2025,31/08/2026,true
CT00000149,202240459,P108,01/09/2025,31/08/2026,true
CT00000150,202241232,P204,01/09/2025,31/08/2026,true
CT00000151,202244549,P308,01/09/2025,31/08/2026,true
CT00000152,202247463,P306,01/09/2025,31/08/2026,true
CT00000153,202252081,P107,01/09/2025,31/08/2026,true
CT00000154,202265205,P201,01/09/2025,31/08/2026,true
CT00000155,202268583,P303,01/09/2025,31/08/2026,true
CT00000156,202270028,P306,01/09/2025,31/08/2026,true
CT00000157,202273751,P108,01/09/2025,31/08/2026,true
CT00000158,202278459,P305,01/09/2025,31/08/2026,true
CT00000159,202281971,P206,01/09/2025,31/08/2026,true
CT00000160,202287733,P308,01/09/2025,31/08/2026,true
CT00000161,202289450,P204,01/09/2025,31/08/2026,true
CT00000162,202292380,P108,01/09/2025,31/08/2026,true
CT00000163,202293420,P210,01/09/2025,31/08/2026,true
CT00000164,202296468,P107,01/09/2025,31/08/2026,true
CT00000165,202297818,P110,01/09/2025,31/08/2026,true
CT00000166,202310686,P210,01/09/2025,31/08/2026,true
CT00000167,202314806,P307,01/09/2025,31/08/2026,true
CT00000168,202314840,P305,01/09/2025,31/08/2026,true
CT00000169,202320105,P207,01/09/2025,31/08/2026,true
CT00000170,202320283,P103,01/09/2025,31/08/2026,true
CT00000171,202321871,P308,01/09/2025,31/08/2026,true
CT00000172,202325783,P110,01/09/2025,31/08/2026,true
CT00000173,202330589,P311,01/09/2025,31/08/2026,true
CT00000174,202331000,P310,01/09/2025,31/08/2026,true
CT00000175,202331778,P103,01/09/2025,31/08/2026,true
CT00000176,202344277,P208,01/09/2025,31/08/2026,true
CT00000177,202344413,P208,01/09/2025,31/08/2026,true
CT00000178,202345313,P105,01/09/2025,31/08/2026,true
CT00000179,202349725,P108,01/09/2025,31/08/2026,true
CT00000180,202354005,P309,01/09/2025,31/08/2026,true
CT00000181,202355342,P210,01/09/2025,31/08/2026,true
CT00000182,202361129,P107,01/09/2025,31/08/2026,true
CT00000183,202365816,P311,01/09/2025,31/08/2026,true
CT00000184,202383067,P303,01/09/2025,31/08/2026,true
CT00000185,202398127,P305,01/09/2025,31/08/2026,true
CT00000186,202403410,P204,01/09/2025,31/08/2026,true
CT00000187,202404817,P110,01/09/2025,31/08/2026,true
CT00000188,202405273,P310,01/09/2025,31/08/2026,true
CT00000189,202407868,P209,01/09/2025,31/08/2026,true
CT00000190,202413709,P210,01/09/2025,31/08/2026,true
CT00000191,202433732,P307,01/09/2025,31/08/2026,true
CT00000192,202435317,P206,01/09/2025,31/08/2026,true
CT00000193,202436564,P309,01/09/2025,31/08/2026,true
CT00000194,202438206,P105,01/09/2025,31/08/2026,true
CT00000195,202441547,P102,01/09/2025,31/08/2026,true
CT00000196,202441786,P103,01/09/2025,31/08/2026,true
CT00000197,202443860,P102,01/09/2025,31/08/2026,true
CT00000198,202447489,P310,01/09/2025,31/08/2026,true
CT00000199,202455278,P210,01/09/2025,31/08/2026,true
CT00000200,202464263,P201,01/09/2025,31/08/2026,true
CT00000201,202464912,P311,01/09/2025,31/08/2026,true
CT00000202,202466284,P105,01/09/2025,31/08/2026,true
CT00000203,202469690,P303,01/09/2025,31/08/2026,true
CT00000204,202470940,P102,01/09/2025,31/08/2026,true
CT00000205,202473074,P202,01/09/2025,31/08/2026,true
CT00000206,202482499,P307,01/09/2025,31/08/2026,true
CT00000207,202486999,P312,01/09/2025,31/08/2026,true
CT00000208,202488864,P211,01/09/2025,31/08/2026,true
CT00000209,202491703,P312,01/09/2025,31/08/2026,true
CT00000210,202497897,P302,01/09/2025,31/08/2026,true
CT00000211,202508628,P207,01/09/2025,31/08/2026,true
CT00000212,202516414,P209,01/09/2025,31/08/2026,true
CT00000213,202517146,P105,01/09/2025,31/08/2026,true
CT00000214,202524847,P305,01/09/2025,31/08/2026,true
CT00000215,202537206,P309,01/09/2025,31/08/2026,true
CT00000216,202537293,P112,01/09/2025,31/08/2026,true
CT00000217,202546582,P309,01/09/2025,31/08/2026,true
CT00000218,202550171,P311,01/09/2025,31/08/2026,true
CT00000219,202560019,P307,01/09/2025,31/08/2026,true
CT00000220,202561369,P105,01/09/2025,31/08/2026,true
CT00000221,202577126,P311,01/09/2025,31/08/2026,true
CT00000222,202594618,P306,01/09/2025,31/08/2026,true
